continent,region,superregion2,iso3,Country,year,Fruits,Non-starchy vegetables,Potatoes,Other starchy vegetables,Beans and legumes,Nuts and seeds,Refined grains,Whole grains,Total processed meats,Unprocessed red meats,Total seafoods,Eggs,Cheese,Yoghurt (including fermented milk),Sugar-sweetened beverages,Fruit juices,Coffee,Tea,Total Milk,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,Maternal and neonatal disorders,Mental disorders,Musculoskeletal disorders,Neglected tropical diseases and malaria,Neoplasms,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Sense organ diseases,Skin and subcutaneous diseases,Substance use disorders,GDD1,GDD2,GDD3,GDD4,GDD5,GDD_cluster_5,GBD1,GBD2,GBD3,GBD4,GBD5,GBD_cluster_5,PM25,MeanT,RH,PR,Heat_index,Climate_cluster_5,PHDI_total,trade,gdp,urb,Score_Whole_grains,Score_Whole_fruits,Score_Nonstarchy_vegetables,Score_Nuts_and_seeds,Score_Legumes,Score_Unsat_oils,Score_Fish,Score_Starchy_veg,Score_Dairy,Score_Red_meat,Score_Eggs,Score_Sat_fat,Score_Sugar,Fruits_Q,Non-starchy vegetables_Q,Potatoes_Q,Other starchy vegetables_Q,Beans and legumes_Q,Nuts and seeds_Q,Refined grains_Q,Whole grains_Q,Total processed meats_Q,Unprocessed red meats_Q,Total seafoods_Q,Eggs_Q,Cheese_Q,Yoghurt (including fermented milk)_Q,Sugar-sweetened beverages_Q,Fruit juices_Q,Coffee_Q,Tea_Q,Total Milk_Q,Cardiovascular diseases_Q,Chronic respiratory diseases_Q,Diabetes and kidney diseases_Q,Digestive diseases_Q,Enteric infections_Q,Maternal and neonatal disorders_Q,Mental disorders_Q,Musculoskeletal disorders_Q,Neglected tropical diseases and malaria_Q,Neoplasms_Q,Neurological disorders_Q,Nutritional deficiencies_Q,Other infectious diseases_Q,Other non-communicable diseases_Q,Respiratory infections and tuberculosis_Q,Sense organ diseases_Q,Skin and subcutaneous diseases_Q,Substance use disorders_Q,GDD1_Q,GDD2_Q,GDD3_Q,GDD4_Q,GDD5_Q,GBD1_Q,GBD2_Q,GBD3_Q,GBD4_Q,GBD5_Q,PM25_Q,MeanT_Q,RH_Q,PR_Q,Heat_index_Q,PHDI_total_Q,trade_Q,gdp_Q,urb_Q,Score_Whole_grains_Q,Score_Whole_fruits_Q,Score_Nonstarchy_vegetables_Q,Score_Nuts_and_seeds_Q,Score_Legumes_Q,Score_Unsat_oils_Q,Score_Fish_Q,Score_Starchy_veg_Q,Score_Dairy_Q,Score_Red_meat_Q,Score_Eggs_Q,Score_Sat_fat_Q,Score_Sugar_Q
Africa,Sub-Saharan Africa,SSA,AGO,Angola,2005,78.69013492,128.1543915,25.74785771,59.62305221,29.62096414,6.193115904,221.1478508,54.44048217,5.182635215,25.27195792,42.45708627,8.449252985,1.501133654,10.74322187,163.1631174,19.72513207,0.211863331,0.54481544,51.32282247,3312.24274932955,838.939572641676,1112.14734248742,1486.81393261459,10581.8487685344,13786.9431681151,1745.16514732835,943.928625885815,8867.87336585231,1412.21229492171,1001.65347444061,3913.68572901587,6092.78225722758,4411.67125582935,13002.6002242757,500.746053181065,547.900819996006,163.693046929115,27.5942174141333,12.9679487066667,93.0886147037143,111.393084805,54.44048217,2,1745.16514732835,1222.41270744798,8665.34353840719,1162.87675262813,830.024081241713,1,24.16,22.43,61.86,1127.38,0,1,48.88438103,106.590962129525,94069250793.3624,56,2.933215634,4.918133433,5.339766313,1.548278976,2.468413678,9.277288041,6.517866967,0,3.1783589,0,8.124281716,0,4.578777371,2,2,2,4,3,3,2,4,1,2,3,1,2,2,3,2,1,2,1,1,2,2,3,4,4,3,1,4,1,2,4,4,4,4,1,3,1,1,1,2,3,4,3,1,4,3,2,3,2,2,3,1,3,4,3,3,4,2,2,3,3,3,2,1,2,1,4,1,4
Africa,Sub-Saharan Africa,SSA,AGO,Angola,2010,118.9554676,341.5339561,488.4467929,51.63415283,37.26445827,12.10179316,225.1547633,52.22331242,3.173225233,25.41356928,68.72675877,13.87429209,1.604427389,11.41637803,188.4452149,18.83780836,2.348282354,0.546837075,38.51360718,3059.86425720506,729.934055420817,1116.43326041185,1435.42940639091,6785.74063970091,11601.031675822,1722.16745117243,944.785750269785,4038.74611153409,1393.24835908637,1011.97162508451,2601.87532116158,5106.59324479919,3985.47976498346,9368.43438118833,497.642739826418,541.783541119622,164.097696754342,197.556790984367,14.1536955343333,135.661904115714,120.039683865,52.22331242,1,1722.16745117243,1178.60173803775,6212.55730559851,1082.68173090586,829.108400765736,3,24.18,22.35,62.25,1202.21,0,1,49.70109037,104.123635308845,153909425850.932,59.783,2.813756057,7.434716725,10,3.02544829,3.105371523,9.34455357,1.957159936,0,2.57672063,0,6.38094574,0,3.062417903,4,4,4,4,4,4,2,3,1,2,4,2,2,2,3,2,4,2,1,1,2,2,3,4,4,2,1,4,1,2,4,4,4,4,1,3,1,4,1,4,3,3,2,1,4,3,2,3,2,2,3,1,3,4,3,3,3,4,4,4,4,4,1,1,1,1,4,1,4
Africa,Sub-Saharan Africa,SSA,AGO,Angola,2015,126.2632904,330.0495752,424.1916813,52.21173003,37.64994707,15.08088372,247.2352969,49.78393468,2.095207024,23.91254782,47.81820774,3.599472877,1.710700112,10.76140546,254.6986639,16.77806944,0.729088139,0.544693887,37.51738185,2809.1496111138,604.336172068394,1122.6766908672,1308.78353689214,3465.33954362746,9325.33257759709,1722.68967414194,950.076873647031,3194.78027922209,1341.23220664397,1017.08359141132,1786.04109860749,3490.09478331517,3455.88373627711,6503.52032285881,496.499589717572,530.899672013607,161.411731087229,114.2466589412,9.869075907,135.631647154514,153.455196965,49.78393468,3,1722.68967414194,1129.24226727015,4460.14176307217,956.559854480267,826.788181440404,3,25,22.82,59.84,1086.58,0,1,48.24639318,62.8885160890192,200475818990.044,63.446,2.682324067,7.89145565,10,3.77022093,3.137495589,9.217274244,5.587116712,0,2.499474371,0,3.461031613,0,0,4,4,4,4,3,4,3,3,1,1,4,1,2,2,3,2,3,2,1,1,1,1,3,4,4,2,1,4,1,1,4,4,4,4,1,2,1,4,1,4,4,3,2,1,4,2,2,3,2,1,3,1,3,2,3,3,3,4,4,4,3,3,2,1,1,1,3,1,1
Africa,Sub-Saharan Africa,SSA,AGO,Angola,2018,119.7469802,308.8370045,346.3771088,52.66248194,37.79955695,11.61224574,223.8385038,57.59240311,1.834424198,17.95686127,37.97074591,0.77033938,1.695527602,10.72828868,212.2634035,17.04172057,0.665024562,0.545736021,32.78413243,2809.91082751752,554.334613127105,1152.87453657901,1224.62244153808,2416.43100146377,7940.24551505098,1733.1510044894,967.913431002289,3495.02570356632,1345.46277816951,1002.64417456528,1362.00143938731,3015.9613989286,3011.87354344937,5081.40497773191,498.25208476473,520.498358447209,161.637842738155,97.6758885372667,6.85387494933333,126.4867725004,132.46294272,57.59240311,2,1733.1510044894,1130.97018979291,3760.42051136832,889.478527332592,836.68644751311,3,24.27,22.76,61.43,1124.22,0,1,48.79472198,66.3780133263399,229965233516.952,65.514,3.103038961,7.484186263,10,2.903061435,3.149963079,9.177553246,7.296745502,0,2.260397436,2.329209404,0.740710942,0,0.349855712,3,4,4,4,4,3,2,4,1,1,3,1,2,2,3,2,3,2,1,1,1,1,3,4,4,2,1,4,1,1,4,4,4,4,1,2,1,3,1,3,3,4,2,1,4,1,1,3,2,1,3,1,3,2,3,3,4,3,4,3,4,3,3,1,1,4,2,1,4
Europe,Europe & Central Asia,FSU,ALB,Albania,1990,18.01198527,66.45341566,44.24434817,67.99340603,31.28649698,0.984881316,230.8423913,164.8519772,26.48822342,7.590531466,4.959484646,16.26354779,11.79262842,73.02726615,59.3049587,40.16602251,0.118866345,0.691131963,77.32848387,4726.75371266234,757.284346618175,518.061900873321,657.059610937586,290.290814184023,2757.99648296299,1386.71784818349,1646.01110998645,83.6299586244517,2327.7962090747,1302.00482732463,599.076552407726,1050.54622905316,1958.21517013287,3647.16589472702,460.774913702387,416.367646266533,258.90343405984,46.3787149943333,16.7807675586667,76.7046661286286,63.649182365,164.8519772,5,1386.71784818349,1787.04070113506,1483.84587172746,707.171978777881,467.214773569927,3,22.96,12.5,70.44,963.9,0,2,44.64759345,39.4369634031142,8725965875.64673,36.428,8.882110841,1.125749079,2.768892319,0.246220329,2.607208082,9.334203201,2.214055646,0,8.107418922,0,3.892137719,0,5.469597315,1,1,3,4,3,1,3,4,3,1,1,3,3,4,2,4,1,3,2,2,1,1,1,2,2,1,3,2,3,3,2,3,2,3,1,1,2,3,2,2,2,4,1,3,2,1,1,2,2,2,2,1,2,1,2,2,4,1,1,1,3,4,1,1,4,1,3,1,3
Europe,Europe & Central Asia,FSU,ALB,Albania,1995,24.22178668,85.70704551,67.78375432,68.48320428,31.24688057,0.79113801,277.6315455,78.96610939,30.94084813,14.19122544,2.756453247,19.68951613,11.84479086,73.12450258,73.18288775,37.65962399,0.156664811,0.696511938,107.4459219,4435.76662090907,667.581249276866,527.679605047948,626.9931947961,221.836057992904,2368.84796081149,1413.98291426176,1757.07634513575,76.0868014063598,2271.32405267379,1329.01613504856,552.811412819256,461.807292905942,1850.78908446433,2775.54568761422,502.489834262268,410.640418536055,262.270690124081,56.6094608708,21.6071965666667,86.8834620822,70.833046015,78.96610939,2,1413.98291426176,1759.65727969225,1186.81775685921,647.287222036483,469.160011792002,3,22.01,11.65,73.99,1414.03,0,2,34.89145345,40.1386989518314,8849886430.61699,38.911,4.254639515,1.513861668,3.571126896,0.197784503,2.603906714,8.486820914,1.230559485,0,9.620760767,0,0.323420698,0,3.08857229,1,1,3,4,3,1,3,4,3,1,1,3,3,4,2,4,1,4,3,2,1,1,1,2,2,1,3,2,3,3,2,2,2,3,1,1,2,3,2,2,2,4,1,3,2,1,1,2,2,2,3,1,1,1,2,2,4,1,1,1,3,2,1,1,4,1,2,1,3
Europe,Europe & Central Asia,FSU,ALB,Albania,2000,49.1233977,92.58047943,102.7914524,66.42163157,35.76880894,4.250438978,234.6340329,60.36806433,39.25516602,15.24391304,8.779214452,27.56867235,11.13337586,73.94540803,110.5035605,33.03884024,0.297112525,0.68851482,100.8724708,5280.17494216411,667.072927194886,619.817650793693,624.327798977816,113.356631476117,1948.51045769013,1467.42921352297,1925.58601996294,74.1466075410127,2658.50517694202,1395.6663806765,444.054636131265,305.294450947016,1651.74390576835,1628.19561825719,562.772003559534,405.973276211241,295.878869925312,66.8418615,27.3559171366667,86.9760180537143,88.462596035,60.36806433,2,1467.42921352297,2019.76389887174,880.75747254444,645.700363086351,512.895463502467,3,22.27,12.41,70.32,990.37,0,2,36.17537604,61.6092610436407,12284832047.454,41.741,3.252589673,3.070212356,3.857519976,1.062609745,2.980734078,8.734855309,3.919292166,0,9.297562735,0,0,0,0,1,1,4,4,4,3,3,4,4,1,1,4,3,4,2,4,2,3,3,3,1,1,1,2,2,1,3,2,3,3,2,2,1,2,2,1,2,3,2,2,3,4,1,3,2,1,1,2,2,2,2,1,1,2,2,2,4,1,1,3,4,2,1,1,4,1,1,1,1
Europe,Europe & Central Asia,FSU,ALB,Albania,2005,80.42781098,102.0664959,111.2676703,62.98944273,36.1196205,8.262301232,244.4128178,39.07955357,51.32958382,28.49330177,14.59301503,32.85017866,14.5533702,81.97892577,88.21927304,30.87546527,0.260145777,0.687370605,111.2453204,6153.16259814923,673.778341396082,709.235043482542,627.544610616781,59.3884560655662,1471.06736412489,1529.15314862849,2139.26699529755,65.4240757791657,2920.99994262135,1484.21183974196,335.294522437035,193.036939998768,1478.95693960095,961.849059186136,642.103995659439,404.506263301617,315.11690538352,69.8879408739333,37.5576880833333,95.6103626937143,75.604357885,39.07955357,2,1529.15314862849,2275.81037947551,652.145336741787,650.661476006432,556.87065339208,3,22.71,11.44,72.57,1496.67,0,2,40.49022204,69.1162926602322,18112067040.7322,46.731,2.105579395,5.026738186,4.252770663,2.065575308,3.009968375,7.637297961,6.514738853,0,9.611119182,0,0,0,0.266434113,2,1,4,4,4,4,3,3,4,2,1,4,3,4,1,3,1,3,3,4,2,1,1,1,2,2,3,2,3,3,2,2,1,2,3,1,3,3,3,2,2,3,2,3,2,1,1,2,1,2,3,1,1,2,2,2,3,2,1,4,4,1,2,1,4,1,1,1,3
Europe,Europe & Central Asia,FSU,ALB,Albania,2010,111.3111978,115.5425144,124.628831,53.20851295,37.08805459,10.90039398,247.8483547,43.66196622,66.2512739,53.04696886,19.2545225,35.22974698,15.80907474,85.99670993,490.9481426,29.1205771,0.507566964,0.687178802,111.1175421,6428.31211289448,652.129917397598,766.366376676677,636.102551255172,44.4384460369157,1184.14723754531,1577.17055018382,2371.62231251816,34.7078239689018,2981.06991859427,1552.4760490428,279.52849760371,123.914265012665,1369.21482649505,675.164546664962,734.052449112518,402.827181979289,321.523230805107,83.6819334775333,51.5093299133333,103.612048906229,272.078327775,43.66196622,4,1577.17055018382,2398.17601216122,530.159377618216,644.116234326385,584.596779327983,3,20.81,12.61,73.67,1920.28,0,2,45.5890766,75.5325329687378,28419225351.3527,52.163,2.352476628,6.956949863,4.814271433,2.725098495,3.090671216,7.700006333,8.595768973,0,9.353833662,0,0,0,0,3,2,4,4,4,4,3,3,4,3,1,4,3,4,4,3,3,3,3,4,1,1,1,1,2,2,3,1,3,4,2,2,1,1,3,1,3,3,4,3,4,3,2,3,2,1,1,2,2,2,4,1,2,3,2,2,3,3,2,4,4,2,4,1,4,1,1,1,1
Europe,Europe & Central Asia,FSU,ALB,Albania,2015,130.484828,122.2949178,180.9517259,69.9419187,40.71328675,11.87682371,252.5426982,35.7575974,77.98353306,66.49307555,17.47514577,84.92668605,16.67098612,83.18748346,842.4848906,26.16456767,0.784835919,0.766125743,111.4996363,8073.00814221527,735.8442956932,936.633820344281,689.260476249769,40.5299889968353,1044.03224496398,1613.59235171257,2578.27521548254,26.0789868318196,3561.29631602806,1675.66207367146,255.439385377377,103.84923868126,1354.88716996518,664.491142647718,831.433763368013,401.903113082209,327.774825637535,104.644770439867,76.4677648866667,111.398578351771,456.21340465,35.7575974,4,1613.59235171257,2841.24172273381,498.472593923453,712.552385971484,669.268466713245,3,19.12,13.1,68.59,1163.76,0.04,2,46.39572868,71.2794476606014,33840534295.4171,57.434,1.926594688,8.15530175,5.095621575,2.969205928,3.392773896,7.622731775,7.801404362,0,9.432094706,0,0,0,0,4,2,4,4,4,4,3,3,4,4,1,4,3,4,4,3,3,3,3,4,2,1,1,1,2,2,4,1,3,4,2,2,1,2,3,1,3,4,4,3,4,3,2,4,2,1,1,2,2,2,3,2,3,2,2,3,3,4,2,4,4,2,3,1,4,1,1,1,1
Europe,Europe & Central Asia,FSU,ALB,Albania,2018,138.8743604,129.0837569,185.7836322,73.03169385,40.18136125,12.2727712,252.8140176,31.2137724,73.43706788,67.94653918,18.31729198,87.37300062,16.68135872,82.86683193,925.5667419,25.73225186,0.70545743,0.700919466,113.7397847,8729.90052978578,783.066282856546,1034.20585086749,698.493385182581,36.9842932907071,956.566475679898,1629.3917282742,2684.68733695752,26.0322112492265,3828.3758512428,1747.62757116583,230.002873735277,103.346099092394,1345.30879005835,647.118603080583,884.888095821499,402.923217852775,337.134698851794,102.169983622333,76.25220256,111.221267551257,499.299217875,31.2137724,4,1629.3917282742,3035.43568063754,477.908478026634,740.779834019564,718.564534360133,3,19.05,13.57,71.44,1541.76,0,2,47.30466987,75.6940783717425,39259416336.6027,60.319,1.68177653,8.679647525,5.378489871,3.0681928,3.348446771,7.635152654,8.177362491,0,9.335601233,0,0,0,0,4,2,4,4,4,3,3,2,4,4,1,4,3,4,4,3,3,3,3,4,2,1,1,1,2,2,4,1,3,4,2,2,1,1,4,1,3,3,4,3,4,2,2,4,2,1,1,2,2,2,3,1,3,2,2,3,2,4,2,3,4,2,3,1,4,1,1,1,1
Asia,Middle East & North Africa,MENA,ARE,United Arab Emirates,1990,121.6927127,139.5499147,284.1985648,20.38584794,13.3602823,9.142546458,221.1236451,51.61561023,63.36025599,115.2747259,32.65170457,42.33457561,23.2203479,65.77689308,191.5579879,21.69944209,0.422392421,0.889722978,195.3099708,2942.65761878115,873.436052360769,571.4732385282,445.512479864217,221.615355840652,2081.83846019418,2025.86509305744,1253.88542832722,30.2168476443657,1409.52490190124,1046.25527619497,533.292952260468,579.315985417521,2629.69625515721,889.58590096604,442.402534691568,377.320711500914,237.160830252429,117.149919432133,73.6565191666667,110.699842336914,105.97191792,51.61561023,1,2025.86509305744,1221.9810983581,995.080251068634,659.474266112493,474.396975014557,5,44.3,27.36,49.76,76.34,82.28,4,42.93797824,,165048348649.485,79.051,2.781013482,7.605794544,5.814579779,2.285636615,1.113356858,9.332767368,8.220190179,0,5.784639411,0,0,0,0,4,3,4,1,2,4,3,3,4,4,3,4,4,4,3,3,3,4,4,1,2,1,1,2,2,4,2,1,1,2,2,2,3,1,1,1,2,4,4,3,3,3,4,1,2,1,1,4,4,1,1,4,2,,4,4,3,4,3,4,2,4,4,1,3,1,1,1,1
Asia,Middle East & North Africa,MENA,ARE,United Arab Emirates,1995,119.495084,147.1899111,363.8340225,24.51092558,24.27514799,9.875931896,283.401093,29.55002259,70.58041626,142.1296,43.47948766,41.21385486,26.09786967,69.33699163,240.2757367,23.54153112,0.466105611,1.126510293,166.8328815,2745.89930223636,832.458786015724,610.895746942694,429.125048750573,142.265893553164,1088.72513607995,2116.63994196578,1355.31218223812,25.3269227932031,1417.10376830095,1059.11917855544,463.906613955384,349.472655613193,1838.97290013564,552.610077985939,443.949301061599,380.1043960799,271.421925193354,129.000045572467,84.6412903733333,132.609943116914,132.39333114,29.55002259,1,2116.63994196578,1215.46760959764,637.325742873782,630.791917383149,495.500071511297,5,44.03,27.07,50.71,106.15,68.71,4,42.13090332,,224249304381.303,78.319,1.592134838,7.46844275,6.132912963,2.468982974,2.022928999,9.218521212,6.340366726,0,6.88661286,0,0,0,0,4,3,4,2,3,4,3,2,4,4,4,4,4,4,4,3,3,4,4,1,2,1,1,2,1,4,3,1,1,2,2,2,2,1,1,1,2,4,4,4,4,2,4,1,1,1,1,4,4,1,1,4,2,,4,4,2,4,3,4,3,4,2,1,3,1,1,1,1
Asia,Middle East & North Africa,MENA,ARE,United Arab Emirates,2000,113.3846034,151.704601,315.4843202,18.53645576,15.22012129,4.674552713,258.7234931,7.3479071,62.94351303,69.46173643,48.64428463,36.92054955,27.72830541,71.72077005,211.2672003,25.3513054,0.869088097,1.340540817,163.5499493,2706.32619455139,778.859350196342,677.465778530858,429.804077805001,117.211727630053,903.141503809582,2187.18028607155,1425.24016023784,21.6507931451945,1458.10392698521,1076.11015000109,414.541335954357,253.531518897884,1662.36755928534,484.54042360816,441.211289649073,385.465141161954,308.224684867756,139.2845591066,56.4419330033333,135.715420872657,114.90182803,7.3479071,1,2187.18028607155,1235.86940104873,550.997837475796,604.331714000672,531.465459846406,5,44.18,27.89,46.14,10.7,81.9,4,36.9220877,,319024983517.667,80.236,0.395900167,7.086537713,6.321025042,1.168638178,1.268343441,8.387893817,5.443700585,0,6.850048762,0,0,0,0,4,3,4,1,2,3,3,1,4,4,4,4,4,4,3,3,4,4,4,1,2,1,1,2,1,4,3,1,1,2,2,2,1,1,1,1,3,4,4,4,3,1,4,1,1,1,1,4,4,1,1,4,1,,4,4,1,4,3,3,2,2,2,1,3,1,1,1,1
Asia,Middle East & North Africa,MENA,ARE,United Arab Emirates,2005,83.93152101,142.1574286,37.70310239,33.65124658,29.55617008,14.29917016,333.1863612,17.50423258,60.86644689,48.39165358,45.27535027,30.51521183,18.40171157,63.92305879,265.3542326,29.90721721,0.382349025,1.011162355,118.7412065,2393.12791468694,756.459120981303,761.80888867183,421.747537252746,103.319528835583,761.20234094093,2228.3090361584,1524.66431402517,19.7781541913576,1446.68305848092,1086.18533368384,394.304476448161,210.404001524234,1589.02321688762,437.635314398499,444.245157354206,379.422133982895,350.780880910896,61.7811693883333,46.5911041,131.169159662,149.50273959,17.50423258,3,2228.3090361584,1207.61444319033,502.238147603769,589.103329117025,570.615511327363,5,44.06,28.17,47.72,35.09,99.45,4,44.90790407,119.552871642254,464504006610.807,82.262,0.94311598,5.245720063,5.923226192,3.57479254,2.463014173,8.621336183,6.028585023,2.161412758,9.946701157,0,0,0,0,2,3,3,2,3,4,4,1,4,3,4,4,3,4,4,3,3,4,3,1,2,1,1,1,1,4,2,1,1,2,2,2,1,1,1,1,3,3,4,4,4,1,4,1,1,1,1,4,4,1,1,4,2,4,4,4,1,2,3,4,3,2,2,3,4,1,1,1,1
Asia,Middle East & North Africa,MENA,ARE,United Arab Emirates,2010,89.70148367,130.1544521,80.82352247,59.87722421,36.50380712,54.76877128,339.006715,16.24898661,37.70693171,25.92328504,44.18283414,15.09438278,20.82118388,66.20276233,212.7869392,28.87067753,0.311218702,0.79415313,126.657446,1724.29995903631,644.991621528873,650.459663476089,362.582117827396,82.6921104766611,576.86777974256,2273.86418744181,1551.22396370982,17.4014203383749,1150.28712013195,1015.78237858865,361.526509910431,142.886882843269,1295.78411603053,315.807141463571,418.302553475548,364.195620153746,430.441838255335,67.7347903172667,26.2415331766667,129.456874056286,136.332081705,16.24898661,3,2273.86418744181,1048.38963553294,398.995137257914,503.786869678135,507.327641814918,5,42.42,28.95,44.84,30.49,112.72,4,54.7962565,138.892096911897,574805592711.487,84.087,0.875484192,5.606342729,5.423102171,10,3.041983927,9.20513719,6.218257962,0,9.31593039,0,5.110017938,0,0,2,2,3,4,4,4,4,1,3,2,3,2,3,4,3,3,2,3,3,1,1,1,1,1,1,4,2,1,1,2,2,2,1,1,1,1,3,3,2,4,3,1,4,1,1,1,1,4,4,1,1,4,4,4,4,4,1,2,2,4,4,3,2,1,4,1,3,1,1
Asia,Middle East & North Africa,MENA,ARE,United Arab Emirates,2015,120.2473374,123.6591753,160.2503001,61.09664629,45.6749076,53.98840985,330.1906803,39.80914075,36.56361321,28.32808225,41.42413413,25.14402521,19.90128735,63.34124715,182.9469899,23.00820938,0.945431398,0.871834443,128.5030686,1939.00461266384,661.992823756468,862.296556121909,397.268788259996,75.9354166762085,551.149000978846,2306.08077583336,1804.32639277336,16.0195595788296,1338.66470343382,1006.58553174081,329.568900383967,124.306965247388,1381.28266202893,315.295646356802,482.377212904413,361.56947436175,409.475236829925,107.8742015944,30.01190689,135.398581996057,122.021818095,39.80914075,3,2306.08077583336,1163.40561505769,399.079735892996,529.630806008232,611.93301524183,5,48.35,28.94,44.12,20.28,111.16,4,54.251932,169.476236698198,609998221091.021,85.674,2.144889049,7.515458588,5.152465638,10,3.8062423,9.522957641,6.697198936,0,9.412719845,0,0,0,0,3,2,4,4,4,4,3,3,3,2,3,3,3,4,3,3,4,4,3,1,2,1,1,1,1,4,3,1,1,1,2,2,1,1,1,1,3,4,3,4,3,3,4,1,1,1,1,4,4,1,1,4,4,4,4,4,3,3,2,4,4,4,2,1,4,1,1,1,1
Asia,Middle East & North Africa,MENA,ARE,United Arab Emirates,2018,107.5778198,123.2847466,182.9722871,57.0681256,40.56380729,31.72937947,337.6422986,37.1762837,38.36956523,29.41857219,40.51083749,29.83012991,20.24193924,64.53317482,132.651374,24.49347538,1.094850649,0.885818203,129.185734,2007.09779378998,692.848494801838,1006.29462845053,407.163150755636,66.6457695387782,486.0836530164,2303.66987016811,1974.30482647238,14.9248069347851,1433.95642545211,1006.53528453307,277.922001788664,105.349305244837,1396.7728821183,289.892071078881,533.297513568016,366.077616660291,376.420981856838,118.9221272822,32.5394224433333,131.092169401486,94.8597498,37.1762837,3,2303.66987016811,1221.9354709454,376.798641388664,550.005822778737,686.186122555411,5,45.99,28.97,44.24,15.19,108.22,4,50.82781624,159.642777281025,701667873659.965,86.522,2.003032527,6.723613738,5.136864442,7.932344868,3.380317274,9.49392841,6.85575738,0,9.301957597,0,0,0,0,3,2,4,4,4,4,4,3,3,2,3,3,3,4,2,3,4,4,3,1,2,1,1,1,1,4,3,1,1,1,2,2,1,1,1,1,3,4,3,3,2,3,4,1,1,1,1,4,4,1,1,4,4,4,4,4,3,3,2,4,4,4,2,1,4,1,1,1,1
South America,Latin America & Caribbean,LAC,ARG,Argentina,1990,91.03609108,125.1677928,78.66720666,8.645788412,3.41015866,0.697027731,90.28453967,3.006166187,14.33772598,80.08044712,9.686707479,7.113376074,24.35932566,36.17028759,137.7523919,11.17704023,0.167690821,0.54658899,134.9594883,6687.48500638798,1047.89936884603,1387.09706837759,1277.97720249151,286.889165724063,2866.91269964908,1895.07109693535,2365.39718910686,190.177442906725,4384.85296761816,1078.66634456219,370.083118707148,250.244430188594,2166.31526094061,1087.16451301016,619.238975626046,554.910766368176,437.721466563213,55.0122099138,33.8438497246667,66.5874657074286,73.199090156,3.006166187,2,1895.07109693535,2595.56032497741,1031.1123758752,1162.93828566877,971.003917372883,3,18.96,14.53,61.01,903.95,1.85,1,42.10530137,14.9908589999441,234476844277.352,86.984,0.161970161,5.689755693,5.2153247,0.174256933,0.284179888,9.641151247,4.324422982,0,9.774455078,0,6.839784687,0,0,3,3,4,1,1,1,1,1,2,4,1,2,4,3,3,2,2,2,4,3,2,4,2,2,2,3,4,2,4,3,2,2,2,2,3,3,3,3,3,1,2,1,3,4,2,2,4,1,2,1,2,4,2,1,4,4,1,3,3,1,1,4,2,1,4,1,3,1,1
South America,Latin America & Caribbean,LAC,ARG,Argentina,1995,95.81820639,140.5180596,144.9106212,8.216766319,3.139180062,1.049238708,68.70229619,3.918605263,15.10141191,73.7570361,12.1013419,5.387832113,30.55653843,39.52175404,188.3014302,10.35560773,0.183498258,0.56262282,222.6500909,5937.42151691547,1129.88644336018,1478.79903827263,1189.1074905149,204.196520605455,2250.90165324358,1915.46272565147,2365.73612724611,151.219615625016,4388.77520301624,1121.28861218907,261.154857219358,205.821002190556,2083.67858821564,1073.02946311124,635.745345360849,564.134602644317,461.140843656916,82.8253245890667,31.4154267076667,67.3480130322857,98.2590982595,3.918605263,2,1915.46272565147,2485.01794139744,890.000242887264,1159.49696693754,1021.46682045847,3,18.81,14.55,56.79,688.39,1.16,1,38.23280739,19.7714230903755,346874927371.834,88.164,0.211131749,5.988637899,5.85491915,0.262309677,0.261598339,9.707637167,5.402384777,0,5.363580832,0,5.180607801,0,0,3,3,4,1,1,1,1,1,2,4,1,1,4,3,3,1,2,3,4,3,3,4,2,2,2,3,4,2,4,3,1,1,2,2,3,3,3,4,3,1,3,1,3,3,2,2,4,1,2,1,2,3,1,1,4,4,1,3,3,1,1,4,2,1,3,1,3,1,1
South America,Latin America & Caribbean,LAC,ARG,Argentina,2000,97.52276557,126.4765246,102.585269,6.543042004,3.369560933,1.226179892,85.55683956,14.13691845,19.33099967,80.577468,11.42089305,6.482256671,33.31630237,40.77638653,197.5586281,10.08386604,0.186433682,0.569709635,247.6393509,5280.99688093461,1122.7815794467,1651.95918566451,1076.65973927992,176.599456655383,1783.53770605629,1936.99324233144,2442.7957136701,125.686754226701,4601.08913548893,1197.42687517383,231.991620774013,174.527229890044,1972.53187719507,1142.128349915,650.945726131098,587.371997920383,423.045561383693,80.6902801996,35.4635747803333,68.2244706032857,102.050835052,14.13691845,2,1936.99324233144,2432.71664879704,801.000427816072,1099.72065936331,1119.66559179245,5,17.43,13.87,62.98,956.83,0.57,2,37.63178242,22.6224447777343,427960175928.847,89.142,0.761687416,6.095172848,5.269855192,0.306544973,0.280796744,9.672775159,5.098612969,0,3.91339801,0,6.232939107,0,0,3,3,4,1,1,1,1,1,2,4,1,1,4,3,3,1,1,2,4,3,3,4,2,2,2,3,4,2,4,3,1,2,2,2,3,3,3,4,3,1,3,1,3,3,2,2,4,1,2,2,2,3,1,1,4,4,1,3,3,1,1,4,2,1,2,1,3,1,1
